"Sentence","Tags"
"मई महिलाओं की निंदा करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u092e\u0939"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 13}, {""key"": ""."", ""value"": ""hi"", ""index"": 14}]"
"मई निचली जात के लोगों की निंदा करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u091a\u0932"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 8}, {""key"": "" "", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 16}, {""key"": "" "", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 18}, {""key"": "" "", ""value"": ""hi"", ""index"": 19}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 20}, {""key"": ""."", ""value"": ""hi"", ""index"": 21}]"
"मई अंग्रेज़ों की निंदा करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0905"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u095b"", ""value"": ""hi"", ""index"": 5}, {""key"": "" "", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 14}, {""key"": ""."", ""value"": ""hi"", ""index"": 15}]"
"मई समलैंगिक लोगो की निंदा करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938\u092e\u0932"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 16}, {""key"": ""."", ""value"": ""hi"", ""index"": 17}]"
"मई तुम जैसे हिन्दुओं को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"मई तुम जैसे मुसलमानों को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0938\u0932\u092e"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 16}, {""key"": "" "", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 18}, {""key"": ""."", ""value"": ""hi"", ""index"": 19}]"
"मई तुम जैसे बांग्लादेशियों को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u092c"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0936"", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": "" "", ""value"": ""hi"", ""index"": 20}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 21}, {""key"": ""."", ""value"": ""hi"", ""index"": 22}]"
"मई तुम जैसे पाकिस्तानियों को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u092a"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": "" "", ""value"": ""hi"", ""index"": 20}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 21}, {""key"": ""."", ""value"": ""hi"", ""index"": 22}]"
"मई तुम जैसे हिजड़ों को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u091c\u095c"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 17}, {""key"": ""."", ""value"": ""hi"", ""index"": 18}]"
"मई तुम जैसे दलितों को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0926\u0932"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 17}, {""key"": ""."", ""value"": ""hi"", ""index"": 18}]"
"मई तुम जैसे महिलाओं को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u092e\u0939"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 16}, {""key"": "" "", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 18}, {""key"": ""."", ""value"": ""hi"", ""index"": 19}]"
"मई तुम जैसे निचली जात के लोगों को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u091a\u0932"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 19}, {""key"": "" "", ""value"": ""hi"", ""index"": 20}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 21}, {""key"": "" "", ""value"": ""hi"", ""index"": 22}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 23}, {""key"": "" "", ""value"": ""hi"", ""index"": 24}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 25}, {""key"": ""."", ""value"": ""hi"", ""index"": 26}]"
"मई तुम जैसे अंग्रेज़ों को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0905"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u095b"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"मई तुम जैसे समलैंगिक लोगो को नहीं सह सकता.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0938\u092e\u0932"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0928\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0938\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": "" "", ""value"": ""hi"", ""index"": 20}, {""key"": ""\u0938\u0915\u0924"", ""value"": ""hi"", ""index"": 21}, {""key"": ""."", ""value"": ""hi"", ""index"": 22}]"
"मई हिन्दुओं का विरोध करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 5}, {""key"": "" "", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 15}, {""key"": ""."", ""value"": ""hi"", ""index"": 16}]"
"मई मुसलमानों का विरोध करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0938\u0932\u092e"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 14}, {""key"": ""."", ""value"": ""hi"", ""index"": 15}]"
"मई बांग्लादेशियों का विरोध करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u092c"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0936"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": ""."", ""value"": ""hi"", ""index"": 18}]"
"मई पाकिस्तानियों का विरोध करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u092a"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": ""."", ""value"": ""hi"", ""index"": 18}]"
"मई हिजड़ों का विरोध करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u091c\u095c"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 5}, {""key"": "" "", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 13}, {""key"": ""."", ""value"": ""hi"", ""index"": 14}]"
"मई दलितों का विरोध करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0926\u0932"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 3}, {""key"": "" "", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 5}, {""key"": "" "", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 13}, {""key"": ""."", ""value"": ""hi"", ""index"": 14}]"
"मई महिलाओं का विरोध करता हूँ.","[{""key"": ""\u092e\u0908"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u092e\u0939"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": "" "", ""value"": ""hi"", ""index"": 7}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915\u0930\u0924"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 14}, {""key"": ""."", ""value"": ""hi"", ""index"": 15}]"
